Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
Gustavo_Cerati_es.wikipedia.org_all-access_spider,18947,803,541,20,-0.630031219559901,0.024906600249066
File:Internet_map_1024.jpg_commons.wikimedia.org_mobile-web_all-agents,18879,803,553,5,-0.5065440417102424,0.0062266500622665
Copa_Sudamericana_es.wikipedia.org_all-access_spider,18808,803,554,12,-0.4571419223873941,0.014943960149439602
鶴姫_(大三島)_ja.wikipedia.org_all-access_spider,18808,803,542,6,-inf,0.007471980074719801
北京オリンピック_ja.wikipedia.org_all-access_spider,18675,803,541,20,-0.17232332212135137,0.024906600249066
Taekwondo_es.wikipedia.org_all-access_spider,18531,803,538,8,-0.27273755127409127,0.009962640099626401
Special:MyLanguage/Help:Patrolled_edits_www.mediawiki.org_all-access_all-agents,18392,803,564,9,-inf,0.0112079701120797
ジャレッド・クシュナー_ja.wikipedia.org_all-access_spider,18340,803,552,39,-inf,0.048567870485678705
Zlatan_Ibrahimović_es.wikipedia.org_all-access_spider,18054,803,539,18,-0.48741650033669587,0.0224159402241594
Византия_ru.wikipedia.org_all-access_spider,17748,803,551,1,-0.17063165659450574,0.0012453300124533001
Category:Naked_male_buttocks_commons.wikimedia.org_mobile-web_all-agents,17592,803,556,3,-0.15580417915372807,0.0037359900373599006
Git/Gerrit_evaluation_www.mediawiki.org_desktop_all-agents,17506,803,539,0,-inf,0.0
Декстер_ru.wikipedia.org_all-access_spider,17433,803,557,2,-0.11459176535907882,0.0024906600249066002
自閉症_zh.wikipedia.org_all-access_spider,17383,803,541,5,-0.2570314382097618,0.0062266500622665
H-_und_P-Sätze_de.wikipedia.org_all-access_spider,17280,803,576,12,-inf,0.014943960149439602
何者_(朝井リョウ)_ja.wikipedia.org_all-access_spider,17261,803,556,15,-inf,0.0186799501867995
刘安祺_zh.wikipedia.org_mobile-web_all-agents,17190,803,567,3,-inf,0.0037359900373599006
File:World_map_of_countries_by_number_of_cigarettes_smoked_per_adult_per_year.png_commons.wikimedia.org_all-access_spider,17128,803,535,2,-inf,0.0024906600249066002
潮與虎_zh.wikipedia.org_all-access_spider,17062,803,533,12,-0.5766192237683719,0.014943960149439602
Indian_Railway_Institute_of_Electrical_Engineering_en.wikipedia.org_all-access_all-agents,16999,803,543,0,-0.09261585439073247,0.0
Афон_ru.wikipedia.org_all-access_spider,16965,803,537,2,-0.172151905129426,0.0024906600249066002
Franck_Ribéry_fr.wikipedia.org_all-access_spider,16917,803,571,15,-inf,0.0186799501867995
Ophiuchus_(astrology)_en.wikipedia.org_all-access_spider,16855,803,556,8,-0.21681222470585448,0.009962640099626401
"Островский,_Александр_Николаевич_ru.wikipedia.org_all-access_spider",16543,803,558,2,-0.14587455550695566,0.0024906600249066002
Ácido_clorhídrico_es.wikipedia.org_all-access_spider,16516,803,578,18,-inf,0.0224159402241594
Bandera_de_México_es.wikipedia.org_all-access_spider,16317,803,548,18,-0.3523733634551041,0.0224159402241594
Special:MyLanguage/Help:FastCCI_commons.wikimedia.org_desktop_all-agents,16297,803,542,27,-inf,0.033623910336239106
The_Choice_(2016_film)_en.wikipedia.org_all-access_spider,16288,803,563,13,-inf,0.0161892901618929
シンクロナイズドスイミング_ja.wikipedia.org_all-access_spider,16246,803,554,15,-inf,0.0186799501867995
Año_bisiesto_es.wikipedia.org_all-access_spider,16185,803,560,8,-0.42717942808369275,0.009962640099626401
Aluminium_fr.wikipedia.org_all-access_spider,16179,803,542,5,-0.21265692921334545,0.0062266500622665
File:BellyDancerMarrakech.jpg_commons.wikimedia.org_all-access_all-agents,16110,803,558,60,-inf,0.074719800747198
漩渦鳴人_zh.wikipedia.org_all-access_spider,15735,803,543,6,-inf,0.007471980074719801
宋茜_zh.wikipedia.org_all-access_spider,15675,803,554,11,-0.34927810184971675,0.0136986301369863
API:Categorymembers_www.mediawiki.org_all-access_spider,15551,803,558,33,-inf,0.0410958904109589
Manual:Installation_on_Uniform_Server_(Windows)_www.mediawiki.org_all-access_all-agents,15523,803,563,5,-0.15019947197951525,0.0062266500622665
黃子華_zh.wikipedia.org_all-access_spider,15501,803,538,3,-0.3379771089132366,0.0037359900373599006
VisualEditor/Installation_on_a_shared_host_www.mediawiki.org_all-access_all-agents,15500,803,561,3,-inf,0.0037359900373599006
福岡市地下鉄七隈線_ja.wikipedia.org_all-access_spider,15427,803,561,5,-inf,0.0062266500622665
"Демьяненко,_Александр_Сергеевич_ru.wikipedia.org_all-access_spider",15296,803,553,2,-0.15509220364926699,0.0024906600249066002
File:Erie_Canal_-_Fairport_Lift_Bridge.JPG_commons.wikimedia.org_all-access_all-agents,15180,803,561,1,-inf,0.0012453300124533001
Organisation_für_Sicherheit_und_Zusammenarbeit_in_Europa_de.wikipedia.org_all-access_spider,15179,803,550,8,-0.3335810739753545,0.009962640099626401
Special:WhatLinksHere/File:WikiThanks.png_commons.wikimedia.org_mobile-web_all-agents,15107,803,542,34,-inf,0.04234122042341221
"Касьянов,_Михаил_Михайлович_ru.wikipedia.org_all-access_spider",15092,803,536,5,-0.21347899197754971,0.0062266500622665
Волан-де-Морт_ru.wikipedia.org_all-access_spider,14996,803,549,3,-0.18712915722921777,0.0037359900373599006
Джессика_Джонс_(телесериал)_ru.wikipedia.org_all-access_spider,14745,803,567,2,-inf,0.0024906600249066002
IP_connectivity_access_network_en.wikipedia.org_all-access_all-agents,14681,803,550,1,-0.19260507817800085,0.0012453300124533001
2016_UEFA_Europa_League_Final_en.wikipedia.org_all-access_spider,14668,803,551,13,-0.2563796524417266,0.0161892901618929
VfL_Wolfsburg_de.wikipedia.org_all-access_spider,14638,803,563,8,-inf,0.009962640099626401
Victoria’s_Secret_ru.wikipedia.org_all-access_spider,14632,803,550,3,-0.18181638031752265,0.0037359900373599006
紅斑性狼瘡_zh.wikipedia.org_all-access_spider,14516,803,543,0,-0.12568151773005337,0.0
Skin:Tweeki_www.mediawiki.org_desktop_all-agents,14298,803,543,1,-0.17512221367744918,0.0012453300124533001
地方紙を買う女_ja.wikipedia.org_all-access_spider,14282,803,557,15,-inf,0.0186799501867995
David_Cameron_de.wikipedia.org_all-access_spider,14182,803,536,7,-0.15708539681280617,0.008717310087173101
Special:MyLanguage/Documentation_www.mediawiki.org_mobile-web_all-agents,13996,803,568,22,-inf,0.0273972602739726
How_to_contribute/eo_www.mediawiki.org_all-access_spider,13968,803,538,8,-0.23535805869872783,0.009962640099626401
Richard_Turner_(rugby_union)_en.wikipedia.org_all-access_all-agents,13959,803,550,9,-inf,0.0112079701120797
Help:CirrusSearch/fr_www.mediawiki.org_all-access_all-agents,13913,803,549,4,-inf,0.0049813200498132005
File:Penis_vagina.jpg_commons.wikimedia.org_mobile-web_all-agents,13910,803,561,2,-inf,0.0024906600249066002
Маленький_принц_ru.wikipedia.org_all-access_spider,13877,803,547,2,-0.228324948920392,0.0024906600249066002
Bundespräsident_(Österreich)_de.wikipedia.org_all-access_spider,13863,803,548,9,-0.4887596404070462,0.0112079701120797
Véganisme_fr.wikipedia.org_all-access_spider,13839,803,552,7,-0.40552093834534947,0.008717310087173101
File:Puffer_roe.JPG_commons.wikimedia.org_desktop_all-agents,13460,803,555,4,-inf,0.0049813200498132005
File:AbuGhurabSunNiuserreAltar.jpg_commons.wikimedia.org_desktop_all-agents,13258,803,554,27,-inf,0.033623910336239106
Heath_Ledger_es.wikipedia.org_all-access_spider,13242,803,560,4,-0.2798933557294619,0.0049813200498132005
22_апреля_ru.wikipedia.org_all-access_spider,13215,803,550,7,-0.1752639966359007,0.008717310087173101
王毅_zh.wikipedia.org_all-access_spider,13180,803,542,3,-0.21059845894880302,0.0037359900373599006
"Олсен,_Элизабет_ru.wikipedia.org_all-access_spider",13164,803,554,2,-0.13727271539954392,0.0024906600249066002
Manual:Upgrading/ru_www.mediawiki.org_desktop_all-agents,12974,803,555,1,-0.21999730977747936,0.0012453300124533001
"Гармаш,_Сергей_Леонидович_ru.wikipedia.org_all-access_spider",12908,803,566,3,-0.1573807784333163,0.0037359900373599006
How_to_contribute/ms_www.mediawiki.org_all-access_spider,12754,803,567,7,-inf,0.008717310087173101
神话_(组合)_zh.wikipedia.org_all-access_spider,12695,803,550,3,-0.3014530603050159,0.0037359900373599006
Leicester_City_Football_Club_es.wikipedia.org_all-access_spider,12664,803,557,8,-inf,0.009962640099626401
Media_of_Romania_en.wikipedia.org_all-access_all-agents,12654,803,563,0,-inf,0.0
Lenguas_de_México_es.wikipedia.org_all-access_spider,12650,803,550,7,-0.4123139861450908,0.008717310087173101
IPad_de.wikipedia.org_all-access_spider,12552,803,549,1,-0.22380198784185096,0.0012453300124533001
"Батрутдинов,_Тимур_Тахирович_ru.wikipedia.org_all-access_spider",12492,803,559,2,-0.1877896351647141,0.0024906600249066002
テンプル大学_ja.wikipedia.org_all-access_spider,12459,803,559,8,-inf,0.009962640099626401
How_to_contribute/haw_www.mediawiki.org_all-access_spider,12440,803,556,7,-inf,0.008717310087173101
Help:Logging_in/bcc_www.mediawiki.org_all-access_all-agents,12393,803,555,2,-inf,0.0024906600249066002
Special:ExtensionDistributor/Math_www.mediawiki.org_all-access_all-agents,12380,803,563,0,-0.18699807751266959,0.0
Bernie_Sanders_de.wikipedia.org_all-access_spider,12330,803,544,8,-inf,0.009962640099626401
Manual:Ajax_www.mediawiki.org_desktop_all-agents,12312,803,551,3,-0.2012759902391577,0.0037359900373599006
"Ковальчук,_Илья_Валерьевич_ru.wikipedia.org_all-access_spider",12229,803,576,2,-inf,0.0024906600249066002
国际妇女节_zh.wikipedia.org_all-access_spider,12151,803,550,7,-inf,0.008717310087173101
羽生結弦_zh.wikipedia.org_all-access_spider,12119,803,537,7,-inf,0.008717310087173101
孙杨_zh.wikipedia.org_all-access_spider,12077,803,556,13,-inf,0.0161892901618929
狼王ロボ_ja.wikipedia.org_all-access_spider,12074,803,539,15,-inf,0.0186799501867995
Coloide_es.wikipedia.org_all-access_spider,12065,803,538,15,-0.39674795286469494,0.0186799501867995
Google_Traduction_fr.wikipedia.org_all-access_spider,11949,803,567,2,-0.2147056182486835,0.0024906600249066002
Help:Formatting/it_www.mediawiki.org_desktop_all-agents,11941,803,578,1,-0.378914987190801,0.0012453300124533001
Manual:FAQ/de_www.mediawiki.org_all-access_spider,11900,803,548,9,-inf,0.0112079701120797
Wikimedia_Release_Engineering_Team_www.mediawiki.org_desktop_all-agents,11830,803,563,6,-0.2894258197897931,0.007471980074719801
香港電子競技戰隊_zh.wikipedia.org_all-access_spider,11821,803,567,15,-inf,0.0186799501867995
張景嵐_zh.wikipedia.org_all-access_spider,11810,803,562,6,-inf,0.007471980074719801
克拉恋人_zh.wikipedia.org_all-access_spider,11780,803,548,4,-0.3340209104526705,0.0049813200498132005
Секс_в_большом_городе_ru.wikipedia.org_all-access_spider,11724,803,540,0,-inf,0.0
Женская_эякуляция_ru.wikipedia.org_all-access_spider,11593,803,547,0,-0.15667072907380397,0.0
Extension:DynamicPageList_(third-party)_www.mediawiki.org_all-access_spider,11470,803,527,3,-0.16961199057857565,0.0037359900373599006
"Differences_between_Wikipedia,_Wikimedia,_MediaWiki,_and_wiki_www.mediawiki.org_mobile-web_all-agents",11389,803,550,1,-0.16956580943853508,0.0012453300124533001
Рождественская_ёлка_ru.wikipedia.org_all-access_spider,11358,803,550,0,-inf,0.0
Helmut_Lotti_de.wikipedia.org_all-access_spider,11344,803,554,6,-inf,0.007471980074719801
马天宇_zh.wikipedia.org_all-access_spider,11331,803,559,3,-inf,0.0037359900373599006
Fenómeno_natural_es.wikipedia.org_all-access_spider,11309,803,548,4,-inf,0.0049813200498132005
"Меньшиков,_Олег_Евгеньевич_ru.wikipedia.org_all-access_spider",11205,803,555,3,-0.22342729617676954,0.0037359900373599006
File:Altardediademuertos.jpg_commons.wikimedia.org_all-access_all-agents,11183,803,560,13,-inf,0.0161892901618929
翻译_zh.wikipedia.org_all-access_spider,11133,803,542,1,-0.16723447469785313,0.0012453300124533001
Nuno_Miguel_Lopes_en.wikipedia.org_all-access_all-agents,11123,803,546,0,-0.16654279203870628,0.0
"Форд,_Джеральд_Рудольф_ru.wikipedia.org_all-access_spider",11109,803,548,0,-0.16421570489635737,0.0
Leukämie_de.wikipedia.org_all-access_spider,10946,803,551,3,-0.30016958372575464,0.0037359900373599006
臺北市立內湖高級中學_zh.wikipedia.org_all-access_spider,10943,803,569,4,-inf,0.0049813200498132005
張莉梓_ja.wikipedia.org_all-access_spider,10871,803,560,9,-inf,0.0112079701120797
Athéna_fr.wikipedia.org_all-access_spider,10851,803,548,5,-0.3799458913997213,0.0062266500622665
Ed_Murphy_(activist)_en.wikipedia.org_all-access_all-agents,10816,803,564,1,-0.14343464714543225,0.0012453300124533001
頑童MJ116_zh.wikipedia.org_all-access_spider,10759,803,555,8,-inf,0.009962640099626401
Help:Bots_www.mediawiki.org_all-access_spider,10623,803,569,7,-inf,0.008717310087173101
Semiotik_de.wikipedia.org_all-access_spider,10583,803,545,1,-0.2604589105206252,0.0012453300124533001
Category:Google_Art_Project_works_by_artist_commons.wikimedia.org_all-access_spider,10574,803,538,6,-inf,0.007471980074719801
Help:Contents/ro_www.mediawiki.org_all-access_spider,10515,803,559,7,-inf,0.008717310087173101
"Даль,_Олег_Иванович_ru.wikipedia.org_all-access_spider",10480,803,557,1,-inf,0.0012453300124533001
黑色子彈_zh.wikipedia.org_all-access_spider,10364,803,549,6,-inf,0.007471980074719801
Yvonne_Catterfeld_de.wikipedia.org_all-access_spider,10294,803,548,1,-0.2827350374314284,0.0012453300124533001
Help:Categories/hy_www.mediawiki.org_desktop_all-agents,10272,803,547,5,-inf,0.0062266500622665
秒速5公分_zh.wikipedia.org_all-access_spider,10220,803,547,2,-inf,0.0024906600249066002
劉濤_(演員)_zh.wikipedia.org_all-access_spider,10159,803,557,0,-inf,0.0
File:Woman_commons.wikimedia.org_desktop_all-agents,10143,803,549,2,-inf,0.0024906600249066002
File:Waffles_with_maple_syrup_and_butter.jpg_commons.wikimedia.org_mobile-web_all-agents,10095,803,544,6,-inf,0.007471980074719801
File:Maquette_Ilyushin_Il-112.jpg_commons.wikimedia.org_desktop_all-agents,10021,803,553,7,-inf,0.008717310087173101
Call_of_Duty_de.wikipedia.org_all-access_spider,10020,803,544,1,-0.4769271495032085,0.0012453300124533001
"Юрский,_Сергей_Юрьевич_ru.wikipedia.org_all-access_spider",10015,803,559,1,-0.2619442590057645,0.0012453300124533001
Extension_talk:RSS_Reader_www.mediawiki.org_all-access_all-agents,9981,803,561,0,-0.20883523617130503,0.0
周曉涵_zh.wikipedia.org_all-access_spider,9962,803,551,2,-inf,0.0024906600249066002
Овуляция_ru.wikipedia.org_all-access_spider,9939,803,557,2,-0.1959743777017839,0.0024906600249066002
谭晶_zh.wikipedia.org_all-access_spider,9893,803,565,3,-inf,0.0037359900373599006
Lindsay_Lohan_es.wikipedia.org_all-access_spider,9807,803,551,5,-0.4481331956409871,0.0062266500622665
File:1TR110-1_Kap8.3_Freiton1.ogg_commons.wikimedia.org_mobile-web_all-agents,9801,803,555,11,-inf,0.0136986301369863
Josh_Hutcherson_es.wikipedia.org_all-access_spider,9798,803,549,3,-inf,0.0037359900373599006
2016_FIFA_U-20女子ワールドカップ_ja.wikipedia.org_all-access_spider,9693,803,549,16,-inf,0.019925280199252802
Big_Little_Lies_(novel)_en.wikipedia.org_all-access_spider,9639,803,555,3,-inf,0.0037359900373599006
Fifth_Harmony_fr.wikipedia.org_all-access_spider,9633,803,543,4,-inf,0.0049813200498132005
Special:Categories_www.mediawiki.org_mobile-web_all-agents,9627,803,555,4,-inf,0.0049813200498132005
Сборная_Уэльса_по_футболу_ru.wikipedia.org_all-access_spider,9623,803,548,2,-inf,0.0024906600249066002
"Буре,_Павел_Владимирович_ru.wikipedia.org_all-access_spider",9611,803,545,1,-0.23188153004537457,0.0012453300124533001
File:Angel_and_the_Badman_1947_John_Wayne.ogv_commons.wikimedia.org_all-access_all-agents,9542,803,538,6,-inf,0.007471980074719801
Zinédine_Zidane_de.wikipedia.org_all-access_spider,9497,803,558,3,-inf,0.0037359900373599006
The_First_Collage_en.wikipedia.org_all-access_all-agents,9418,803,559,0,-0.1682875071684133,0.0
Dexter_(Fernsehserie)_de.wikipedia.org_all-access_spider,9379,803,565,0,-inf,0.0
File:Germany_adm_location_map.svg_commons.wikimedia.org_all-access_spider,9336,803,552,2,-inf,0.0024906600249066002
Tardigrada_es.wikipedia.org_all-access_spider,9318,803,539,3,-inf,0.0037359900373599006
"File:Flickr_-_Israel_Defense_Forces_-_Field_Doctors_Perform_Drills,_Oct_2010_(2).jpg_commons.wikimedia.org_mobile-web_all-agents",9308,803,537,9,-inf,0.0112079701120797
"Игуаин,_Гонсало_ru.wikipedia.org_all-access_spider",9306,803,552,5,-inf,0.0062266500622665
Independencia_de_la_Argentina_es.wikipedia.org_all-access_spider,9302,803,553,3,-inf,0.0037359900373599006
Category:History_timelines_commons.wikimedia.org_all-access_all-agents,9295,803,554,4,-inf,0.0049813200498132005
Fußball-Weltmeisterschaft_2018_de.wikipedia.org_all-access_spider,9291,803,539,2,-inf,0.0024906600249066002
Germinación_es.wikipedia.org_all-access_spider,9261,803,567,5,-inf,0.0062266500622665
Help:Contents/nb_www.mediawiki.org_all-access_spider,9221,803,551,7,-inf,0.008717310087173101
File:Etna_smoke_seen_from_space.jpg_commons.wikimedia.org_desktop_all-agents,9197,803,549,4,-inf,0.0049813200498132005
Forex_fr.wikipedia.org_all-access_spider,9158,803,543,7,-inf,0.008717310087173101
Category:Pau_Casals_commons.wikimedia.org_mobile-web_all-agents,9048,803,569,2,-inf,0.0024906600249066002
File:MichaelSkibbe.jpg_commons.wikimedia.org_desktop_all-agents,9042,803,548,2,-inf,0.0024906600249066002
謝哲青_zh.wikipedia.org_all-access_spider,9039,803,558,3,-inf,0.0037359900373599006
Les_Mystères_de_l'amour_fr.wikipedia.org_all-access_spider,9007,803,551,4,-inf,0.0049813200498132005
Gotthardtunnel_de.wikipedia.org_all-access_spider,8986,803,544,5,-inf,0.0062266500622665
File:Orion_constellation_Hevelius.jpg_commons.wikimedia.org_desktop_all-agents,8819,803,544,2,-inf,0.0024906600249066002
"Бадоева,_Жанна_Осиповна_ru.wikipedia.org_all-access_spider",8808,803,558,2,-inf,0.0024906600249066002
Hanoucca_fr.wikipedia.org_all-access_spider,8776,803,553,6,-inf,0.007471980074719801
夏于喬_zh.wikipedia.org_all-access_spider,8712,803,569,1,-inf,0.0012453300124533001
关晓彤_zh.wikipedia.org_all-access_spider,8648,803,574,1,-inf,0.0012453300124533001
"Gladiator_(film,_2000)_fr.wikipedia.org_all-access_spider",8609,803,553,2,-inf,0.0024906600249066002
外遇_zh.wikipedia.org_all-access_spider,8553,803,547,0,-inf,0.0
Manual:$wgActionPaths_www.mediawiki.org_all-access_all-agents,8459,803,536,4,-inf,0.0049813200498132005
Zaha_Hadid_de.wikipedia.org_all-access_spider,8284,803,562,4,-inf,0.0049813200498132005
Terror_2000_en.wikipedia.org_all-access_all-agents,8269,803,548,0,-0.13737537139936348,0.0
宋冬野_zh.wikipedia.org_all-access_spider,8238,803,546,2,-inf,0.0024906600249066002
聖母峰_(電影)_zh.wikipedia.org_all-access_spider,8235,803,538,0,-inf,0.0
Sean_Penn_fr.wikipedia.org_all-access_spider,8205,803,562,2,-inf,0.0024906600249066002
Inglourious_Basterds_de.wikipedia.org_all-access_spider,8187,803,556,1,-0.24862082956942766,0.0012453300124533001
Daniel_Auteuil_fr.wikipedia.org_all-access_spider,8160,803,548,2,-inf,0.0024906600249066002
Jhon_Jairo_Velásquez_es.wikipedia.org_all-access_spider,8145,803,551,1,-inf,0.0012453300124533001
Begriffe_der_Harry-Potter-Romane_de.wikipedia.org_all-access_spider,8093,803,553,1,-inf,0.0012453300124533001
Guillaume_Canet_fr.wikipedia.org_all-access_spider,8089,803,545,3,-inf,0.0037359900373599006
William_F._Aldinger_III_en.wikipedia.org_all-access_all-agents,8074,803,574,0,-inf,0.0
王林_(气功师)_zh.wikipedia.org_all-access_spider,8073,803,564,5,-inf,0.0062266500622665
孫正義_zh.wikipedia.org_all-access_spider,8038,803,552,1,-inf,0.0012453300124533001
Anne_Will_de.wikipedia.org_all-access_spider,8018,803,559,2,-0.2797125096862228,0.0024906600249066002
Anschläge_in_Norwegen_2011_de.wikipedia.org_all-access_spider,8000,803,549,2,-inf,0.0024906600249066002
Special:MyLanguage/Help:Subpages_www.mediawiki.org_all-access_spider,7908,803,565,7,-inf,0.008717310087173101
Старый_Новый_год_ru.wikipedia.org_all-access_spider,7902,803,557,7,-inf,0.008717310087173101
Papa_Wemba_fr.wikipedia.org_all-access_spider,7847,803,537,4,-inf,0.0049813200498132005
黃宏成台灣阿成世界偉人財神總統_zh.wikipedia.org_all-access_spider,7823,803,551,5,-inf,0.0062266500622665
"Мозякин,_Сергей_Валерьевич_ru.wikipedia.org_all-access_spider",7808,803,566,3,-inf,0.0037359900373599006
Special:MyLanguage/Help:Extension:Cite_www.mediawiki.org_desktop_all-agents,7785,803,549,0,-inf,0.0
Copa_América_2019_es.wikipedia.org_all-access_spider,7763,803,561,4,-inf,0.0049813200498132005
Vald_fr.wikipedia.org_all-access_spider,7716,803,545,3,-inf,0.0037359900373599006
Special:MyLanguage/Help:Lists_www.mediawiki.org_all-access_spider,7710,803,555,7,-inf,0.008717310087173101
Pep_Guardiola_de.wikipedia.org_all-access_spider,7700,803,557,2,-inf,0.0024906600249066002
Alain_Delon_de.wikipedia.org_all-access_spider,7695,803,553,0,-0.3059956782272704,0.0
Commons:Wiki_Loves_Africa_2015/Community_Prize_Selection_commons.wikimedia.org_all-access_all-agents,7684,803,549,13,-inf,0.0161892901618929
File:Torm_detsembris._Merivälja_Muul.jpg_commons.wikimedia.org_desktop_all-agents,7682,803,557,8,-inf,0.009962640099626401
Hugues_Aufray_fr.wikipedia.org_all-access_spider,7640,803,556,2,-inf,0.0024906600249066002
Thorsten_Legat_de.wikipedia.org_all-access_spider,7544,803,538,6,-inf,0.007471980074719801
大滿貫_(網球)_zh.wikipedia.org_all-access_spider,7527,803,562,1,-inf,0.0012453300124533001
File:Plakias_Gonates_Cave_01.JPG_commons.wikimedia.org_all-access_all-agents,7435,803,560,3,-inf,0.0037359900373599006
跟住矛盾去旅行_zh.wikipedia.org_all-access_spider,7420,803,543,8,-inf,0.009962640099626401
Le_Bureau_des_légendes_fr.wikipedia.org_all-access_spider,7397,803,556,3,-inf,0.0037359900373599006
Festival_de_Woodstock_fr.wikipedia.org_all-access_spider,7386,803,558,2,-inf,0.0024906600249066002
Quitte_de.wikipedia.org_all-access_spider,7354,803,551,0,-inf,0.0
Gran_Hotel_(serie_de_televisión)_es.wikipedia.org_all-access_spider,7309,803,548,1,-inf,0.0012453300124533001
Saut_à_la_perche_fr.wikipedia.org_all-access_spider,7308,803,558,4,-inf,0.0049813200498132005
"Пригожин,_Иосиф_Игоревич_ru.wikipedia.org_all-access_spider",7261,803,544,2,-inf,0.0024906600249066002
Alberto_Contador_fr.wikipedia.org_all-access_spider,7260,803,557,2,-inf,0.0024906600249066002
Theremín_es.wikipedia.org_all-access_spider,7234,803,544,3,-inf,0.0037359900373599006
Fête_de_la_musique_fr.wikipedia.org_all-access_spider,7220,803,555,4,-inf,0.0049813200498132005
Bowling_Green_Massacre_en.wikipedia.org_all-access_spider,7196,803,559,3,-inf,0.0037359900373599006
Убийца_Крок_ru.wikipedia.org_all-access_spider,7159,803,554,0,-inf,0.0
Avengers_:_L'Ère_d'Ultron_fr.wikipedia.org_all-access_spider,7112,803,548,3,-inf,0.0037359900373599006
Meret_Becker_de.wikipedia.org_all-access_spider,7079,803,557,1,-inf,0.0012453300124533001
"Казаков,_Михаил_Сергеевич_ru.wikipedia.org_all-access_spider",7059,803,573,5,-inf,0.0062266500622665
México_en_los_Juegos_Olímpicos_es.wikipedia.org_all-access_spider,7051,803,555,9,-inf,0.0112079701120797
File:CMX-IMG_9559.JPG_commons.wikimedia.org_mobile-web_all-agents,7003,803,557,6,-inf,0.007471980074719801
Edwy_Plenel_fr.wikipedia.org_all-access_spider,6980,803,558,3,-inf,0.0037359900373599006
Extension:EmbedVideo_www.mediawiki.org_all-access_spider,6979,803,557,3,-0.47679049576374904,0.0037359900373599006
臺灣光復節_zh.wikipedia.org_all-access_spider,6978,803,551,8,-inf,0.009962640099626401
渡邊直美_zh.wikipedia.org_all-access_spider,6943,803,538,0,-inf,0.0
Pierre_Arditi_fr.wikipedia.org_all-access_spider,6938,803,555,2,-inf,0.0024906600249066002
Geografía_de_Venezuela_es.wikipedia.org_all-access_spider,6916,803,550,2,-inf,0.0024906600249066002
Kevin_Spacey_fr.wikipedia.org_all-access_spider,6875,803,529,3,-0.3970318704278609,0.0037359900373599006
Manual:Namespace_www.mediawiki.org_all-access_spider,6874,803,556,1,-0.2174457063524148,0.0012453300124533001
Extension:Media_Viewer/About/hi_www.mediawiki.org_mobile-web_all-agents,6849,803,562,0,-inf,0.0
Sky_du_Mont_de.wikipedia.org_all-access_spider,6813,803,563,0,-inf,0.0
Phabricator/Project_management_www.mediawiki.org_all-access_spider,6771,803,549,4,-inf,0.0049813200498132005
Bernard_Giraudeau_fr.wikipedia.org_all-access_spider,6724,803,571,2,-inf,0.0024906600249066002
List_of_Akron_Zips_in_the_MLS_Draft_en.wikipedia.org_all-access_all-agents,6673,803,544,2,-inf,0.0024906600249066002
吳婉芳_zh.wikipedia.org_all-access_spider,6663,803,541,1,-inf,0.0012453300124533001
Elie_Wiesel_de.wikipedia.org_all-access_spider,6653,803,551,3,-inf,0.0037359900373599006
Matías_Ramón_Mella_es.wikipedia.org_all-access_spider,6583,803,553,4,-inf,0.0049813200498132005
Kung_Fu_Panda_3_es.wikipedia.org_all-access_spider,6542,803,556,1,-inf,0.0012453300124533001
Special:MyLanguage/Manual:Tag_extensions_www.mediawiki.org_mobile-web_all-agents,6535,803,550,2,-inf,0.0024906600249066002
如果蜗牛有爱情_zh.wikipedia.org_all-access_spider,6448,803,560,3,-inf,0.0037359900373599006
Wikibase/API_www.mediawiki.org_all-access_spider,6441,803,554,2,-inf,0.0024906600249066002
Chris_Evans_(acteur)_fr.wikipedia.org_all-access_spider,6429,803,559,2,-inf,0.0024906600249066002
Primer_intento_de_golpe_de_Estado_de_Venezuela_de_1992_es.wikipedia.org_all-access_spider,6426,803,571,1,-inf,0.0012453300124533001
Anne_Hathaway_fr.wikipedia.org_all-access_spider,6417,803,548,2,-inf,0.0024906600249066002
"File:Marmolada,_Italy.jpg_commons.wikimedia.org_desktop_all-agents",6411,803,563,3,-inf,0.0037359900373599006
劉奕兒_zh.wikipedia.org_all-access_spider,6407,803,562,7,-inf,0.008717310087173101
金石良緣_zh.wikipedia.org_all-access_spider,6359,803,551,4,-inf,0.0049813200498132005
Michael_Kessler_de.wikipedia.org_all-access_spider,6334,803,558,0,-inf,0.0
Constitución_de_la_República_Dominicana_es.wikipedia.org_all-access_spider,6285,803,542,3,-inf,0.0037359900373599006
XXX_(film)_fr.wikipedia.org_all-access_spider,6178,803,538,1,-inf,0.0012453300124533001
Caroline_Garcia_fr.wikipedia.org_all-access_spider,5984,803,556,2,-inf,0.0024906600249066002
Pierre_Ménès_fr.wikipedia.org_all-access_spider,5874,803,547,2,-inf,0.0024906600249066002
Airport_reference_temperature_en.wikipedia.org_all-access_all-agents,5791,803,555,0,-inf,0.0
Monastero_Bormida_en.wikipedia.org_all-access_all-agents,5746,803,541,5,-inf,0.0062266500622665
Hokkaidokürbis_de.wikipedia.org_all-access_spider,5733,803,549,1,-inf,0.0012453300124533001
Christina_Grimmie_fr.wikipedia.org_all-access_spider,5714,803,538,4,-inf,0.0049813200498132005
